,n,rho,mu,distribution,mean_waiting_time,ci_lower,ci_upper,variance,number_of_customers
39,1,0.7,1,M_M_N_K,1.9317204792211682,1.8981162201661312,1.9653247382762051,6.4664713327574095,22000
40,1,0.7,1,M_M_N_K,1.936370038810061,1.9042356451901548,1.9685044324299674,6.450768706771675,24000
41,1,0.7,1,M_M_N_K,1.9617197044041523,1.930517968366925,1.9929214404413798,6.588616740549853,26000
42,1,0.7,1,M_M_N_K,1.9996620825391707,1.9691868488062376,2.030137316272104,6.768904560972703,28000
43,1,0.7,1,M_M_N_K,2.006154220354717,1.9766349677655504,2.035673472943884,6.8045708690625215,30000
44,1,0.7,1,M_M_N_K,1.994387038409147,1.9659243367938222,2.0228497400244723,6.747970590458546,32000
45,1,0.7,1,M_M_N_K,1.989906737420178,1.962478254304261,2.017335220536095,6.658177877712334,34000
46,1,0.7,1,M_M_N_K,1.9588486651915673,1.9325086991347065,1.9851886312484281,6.5014097218672,36000
47,1,0.7,1,M_M_N_K,1.95080992959985,1.9253232787272925,1.9762965804724075,6.425179825552919,38000
48,1,0.7,1,M_M_N_K,2.8289388745596455,2.2678308022889926,3.3900469468302985,7.996772153635552,100
49,1,0.7,1,M_M_N_K,2.8528648854908507,2.548785816085422,3.1569439548962794,14.383722713762742,600
50,1,0.7,1,M_M_N_K,2.9725990793226575,2.7555174313865103,3.189680727258805,12.237622714563333,1000
51,1,0.7,1,M_M_N_K,2.287204025508084,2.200903496992312,2.373504554023856,7.750465520756464,4000
52,1,0.7,1,M_M_N_K,2.0790477130924625,2.0173139763259615,2.1407814498589635,6.942194360691672,7000
53,1,0.7,1,M_M_N_K,2.0773949517916384,2.0262266566895772,2.1285632468936995,6.813975440295795,10000
54,1,0.7,1,M_M_N_K,1.9939993712039208,1.9500458748717338,2.037952867536108,6.536618593138531,13000
55,1,0.7,1,M_M_N_K,2.0558116382896623,2.015600993440032,2.0960222831392925,6.733489123736628,16000
56,1,0.7,1,M_M_N_K,2.0263598357791626,1.9894148310857185,2.0633048404726066,6.750151719719841,19000
57,1,0.7,1,M_M_N_K,2.0773949517916384,2.0262266566895772,2.1285632468936995,6.813975440295795,10000
58,1,0.7,1,M_M_N_K,2.0059594694114296,1.9600281670093587,2.0518907718135004,6.588931062644875,12000
59,1,0.7,1,M_M_N_K,2.0219506164903556,1.9793224831998046,2.0645787497809067,6.621393249854839,14000
60,1,0.7,1,M_M_N_K,2.0558116382896623,2.015600993440032,2.0960222831392925,6.733489123736628,16000
61,1,0.7,1,M_M_N_K,2.027117988945401,1.9892910665081793,2.0649449113826233,6.703782720456814,18000
62,1,0.7,1,M_M_N_K,2.04880013999788,2.0125153959212403,2.0850848840745195,6.853767574529521,20000
63,1,0.7,1,M_M_N_K,2.03031556797544,1.9958142552782367,2.064816880672643,6.816319630903706,22000
64,1,0.7,1,M_M_N_K,2.003527768867404,1.9706023150746452,2.0364532226601626,6.772278208549808,24000
65,1,0.7,1,M_M_N_K,1.9935281988190827,1.9620510009226781,2.0250053967154873,6.7054643425565414,26000
66,1,0.7,1,M_M_N_K,1.9759407498116124,1.9458604082129691,2.0060210914102554,6.59462080197117,28000
67,1,0.7,1,M_M_N_K,1.9803460130456318,1.9512910756620996,2.009400950429164,6.592193016580821,30000
68,1,0.7,1,M_M_N_K,1.9802725211845993,1.9520870612907415,2.008457981078457,6.617153240341716,32000
69,1,0.7,1,M_M_N_K,2.015538209889025,1.9877912463365013,2.0432851734415487,6.81369579456651,34000
70,1,0.7,1,M_M_N_K,2.0122285329891905,1.985285367697351,2.03917169828103,6.802590767017929,36000
71,1,0.7,1,M_M_N_K,1.994227735529915,1.9681828901581602,2.0202725809016697,6.709703266543631,38000
72,1,0.7,1,M_M_N_K,2.6817194868416316,2.208472454602677,3.1549665190805865,5.688496394834064,100
73,1,0.7,1,M_M_N_K,2.025372633118899,1.8276240306052267,2.223121235632571,6.083101924818879,600
74,1,0.7,1,M_M_N_K,2.34013950761415,2.161088025700236,2.519190989528064,8.325430118028015,1000
75,1,0.7,1,M_M_N_K,2.1807880267993114,2.0965172558119716,2.265058797786651,7.390176525765408,4000
76,1,0.7,1,M_M_N_K,2.0228176389387236,1.9616570047222026,2.0839782731552448,6.813897517999712,7000
77,1,0.7,1,M_M_N_K,2.0950819864338053,2.043570892378084,2.1465930804895264,6.905580916007854,10000
78,1,0.7,1,M_M_N_K,2.028558502422549,1.9842835417833196,2.072833463061779,6.632582458675079,13000
79,1,0.7,1,M_M_N_K,2.0130240682233502,1.9735335216061125,2.052514614840588,6.494479908498704,16000
80,1,0.7,1,M_M_N_K,1.9920185381653424,1.9557652686608296,2.028271807669855,6.49974683701599,19000
81,1,0.7,1,M_M_N_K,2.0950819864338053,2.043570892378084,2.1465930804895264,6.905580916007854,10000
82,1,0.7,1,M_M_N_K,2.0279046709872075,1.9820341325643849,2.07377520941003,6.571509181768215,12000
83,1,0.7,1,M_M_N_K,2.0303246926275267,1.9880396425744562,2.072609742680597,6.515240469464254,14000
