,n,rho,mu,distribution,mean_waiting_time,ci_lower,ci_upper,variance,number_of_customers,t_stat,p_value
76,1,0.7,1,M_M_N,2.1135978276541647,2.049553624046308,2.1776420312620215,7.4715601312668465,7000,-7.565648655729617,3.860117658756317e-14
77,1,0.7,1,M_M_N,2.4384896613194886,2.3728147372549495,2.5041645853840278,11.225296704022712,10000,-7.565648655729617,3.860117658756317e-14
78,1,0.7,1,M_M_N,2.4253133972184298,2.3687043229655647,2.481922471471295,10.842723825280556,13000,-7.565648655729617,3.860117658756317e-14
79,1,0.7,1,M_M_N,2.367276735994631,2.317013329267756,2.417540142721506,10.521118898054075,16000,-7.565648655729617,3.860117658756317e-14
80,1,0.7,1,M_M_N,2.391054606585568,2.3448342513109934,2.4372749618601426,10.56497906896827,19000,-7.565648655729617,3.860117658756317e-14
81,1,0.7,1,M_M_N,2.4384896613194886,2.3728147372549495,2.5041645853840278,11.225296704022712,10000,-7.565648655729617,3.860117658756317e-14
82,1,0.7,1,M_M_N,2.4072337415639926,2.3482429704719716,2.4662245126560136,10.868399389757544,12000,-7.565648655729617,3.860117658756317e-14
83,1,0.7,1,M_M_N,2.4029887802400314,2.3486605097200615,2.4573170507600013,10.754952869381556,14000,-7.565648655729617,3.860117658756317e-14
84,1,0.7,1,M_M_N,2.367276735994631,2.317013329267756,2.417540142721506,10.521118898054075,16000,-7.565648655729617,3.860117658756317e-14
85,1,0.7,1,M_M_N,2.3961070483650166,2.3484540425339198,2.4437600541961135,10.638943730648599,18000,-7.565648655729617,3.860117658756317e-14
86,1,0.7,1,M_M_N,2.368439666521929,2.3237847354569077,2.4130945975869507,10.38054344788784,20000,-7.565648655729617,3.860117658756317e-14
87,1,0.7,1,M_M_N,2.384149523568222,2.341596616920502,2.426702430215942,10.36900705199363,22000,-7.565648655729617,3.860117658756317e-14
88,1,0.7,1,M_M_N,2.4653697069026346,2.4231672900290553,2.507572123776214,11.126175305140201,24000,-7.565648655729617,3.860117658756317e-14
89,1,0.7,1,M_M_N,2.4500111902791124,2.4096111356348064,2.4904112449234184,11.045887953550489,26000,-7.565648655729617,3.860117658756317e-14
90,1,0.7,1,M_M_N,2.445712486111931,2.4069428070725603,2.484482165151302,10.9549074206268,28000,-7.565648655729617,3.860117658756317e-14
91,1,0.7,1,M_M_N,2.4184754461660436,2.381394765771537,2.45555612656055,10.737060890761885,30000,-7.565648655729617,3.860117658756317e-14
92,1,0.7,1,M_M_N,2.3911270904379824,2.355644258225197,2.426609922650768,10.487150400244435,32000,-7.565648655729617,3.860117658756317e-14
93,1,0.7,1,M_M_N,2.4118641530761558,2.377157412083489,2.4465708940688224,10.660546829220692,34000,-7.565648655729617,3.860117658756317e-14
94,1,0.7,1,M_M_N,2.408273719778973,2.3746011784938683,2.441946261064078,10.624999114702263,36000,-7.565648655729617,3.860117658756317e-14
