,n,rho,mu,distribution,mean_waiting_time,ci_lower,ci_upper,variance,number_of_customers
17634,2,0.95,1,M_D_N,4.843826859258513,4.7836598346518695,4.903993883865157,26.384044500326688,28000
17635,2,0.95,1,M_D_N,4.720788995366806,4.663597140518815,4.777980850214797,25.542205273018368,30000
17636,2,0.95,1,M_D_N,4.735515435321624,4.680712947345573,4.790317923297674,25.016208742788358,32000
17637,2,0.95,1,M_D_N,5.067730888766609,5.01202533751291,5.123436440020308,27.463049854758918,34000
17638,2,0.95,1,M_D_N,4.932432477379172,4.879194846612443,4.985670108145901,26.55917338111199,36000
17639,2,0.95,1,M_D_N,4.985211714790509,4.932893258478258,5.03753017110276,27.075070126346205,38000
17640,2,0.95,1,M_D_N,1.0628831617488947,0.8137646224668156,1.312001701030974,1.5762815283969176,100
17641,2,0.95,1,M_D_N,2.6313574468931167,2.372175281746867,2.8905396120393663,10.449811929941518,600
17642,2,0.95,1,M_D_N,2.396588039754747,2.2209430344312278,2.5722330450782662,8.011658876300183,1000
17643,2,0.95,1,M_D_N,5.562411733883987,5.425640553538533,5.699182914229442,19.466598321670098,4000
17644,2,0.95,1,M_D_N,5.814400230920286,5.68285420709686,5.945946254743711,31.521515376008388,7000
17645,2,0.95,1,M_D_N,6.513410487959577,6.403897229856075,6.622923746063079,31.212752585631957,10000
17646,2,0.95,1,M_D_N,5.682814200923059,5.591703615823434,5.773924786022684,28.086909939855513,13000
17647,2,0.95,1,M_D_N,5.419799798630925,5.341966129124019,5.497633468137831,25.228596986334587,16000
17648,2,0.95,1,M_D_N,5.53620668446021,5.465367058843752,5.607046310076669,24.817303782547004,19000
17649,2,0.95,1,M_D_N,6.513410487959577,6.403897229856075,6.622923746063079,31.212752585631957,10000
17650,2,0.95,1,M_D_N,5.8478112827829145,5.7515801240626026,5.9440424415032265,28.922036752482708,12000
17651,2,0.95,1,M_D_N,5.691280649638785,5.605691120112692,5.776870179164878,26.69303954522371,14000
17652,2,0.95,1,M_D_N,5.419799798630925,5.341966129124019,5.497633468137831,25.228596986334587,16000
17653,2,0.95,1,M_D_N,5.259445438633356,5.188186146249057,5.330704731017654,23.790355003242126,18000
17654,2,0.95,1,M_D_N,5.529363582337034,5.459610526562199,5.599116638111869,25.32839790503843,20000
17655,2,0.95,1,M_D_N,5.253902060823735,5.188773010777807,5.319031110869662,24.290038098727063,22000
17656,2,0.95,1,M_D_N,5.2685379456454475,5.206029735902403,5.331046155388492,24.408740693903727,24000
17657,2,0.95,1,M_D_N,5.057314532950835,4.998533828140229,5.116095237761441,23.383327206284047,26000
17658,2,0.95,1,M_D_N,4.908770164720972,4.853224566805666,4.964315762636277,22.486589538162523,28000
17659,2,0.95,1,M_D_N,4.944573878270276,4.89076989555335,4.998377860987202,22.60574770121843,30000
17660,2,0.95,1,M_D_N,4.819267690736285,4.768107144592062,4.870428236880508,21.80174647995574,32000
17661,2,0.95,1,M_D_N,4.706730769168812,4.658008594450198,4.755452943887425,21.008988452331582,34000
17662,2,0.95,1,M_D_N,4.570334465563942,4.523734258143754,4.61693467298413,20.34945647628749,36000
17663,2,0.95,1,M_D_N,4.52202769299094,4.4772912509059815,4.566764135075898,19.7962363500094,38000
17664,2,0.95,1,M_D_N,0.7169433642827735,0.537581119181212,0.896305609384335,0.8171160699041916,100
17665,2,0.95,1,M_D_N,1.9581586209181312,1.8255599161138536,2.0907573257224086,2.7351226829775537,600
17666,2,0.95,1,M_D_N,1.7613274045876681,1.6623473430455649,1.8603074661297714,2.544170890193984,1000
17667,2,0.95,1,M_D_N,11.567624120549809,11.248951973010643,11.886296268088975,105.67909657880732,4000
17668,2,0.95,1,M_D_N,8.704662524800884,8.4972603509684,8.912064698633369,78.35708026031335,7000
17669,2,0.95,1,M_D_N,7.596644545931235,7.440438900823063,7.752850191039407,63.50268960893701,10000
17670,2,0.95,1,M_D_N,7.041346628831552,6.915559961754909,7.1671332959081955,53.53471689005007,13000
17671,2,0.95,1,M_D_N,6.229275695235674,6.122515977920725,6.336035412550623,47.4649379645771,16000
17672,2,0.95,1,M_D_N,5.84660735704557,5.7535674358783515,5.939647278212788,42.80955857690353,19000
17673,2,0.95,1,M_D_N,7.596644545931235,7.440438900823063,7.752850191039407,63.50268960893701,10000
17674,2,0.95,1,M_D_N,7.038928985144812,6.905014020873359,7.172843949416266,56.008721970349924,12000
17675,2,0.95,1,M_D_N,6.755369609454748,6.636732265118693,6.874006953790803,51.2860893611891,14000
17676,2,0.95,1,M_D_N,6.229275695235674,6.122515977920725,6.336035412550623,47.4649379645771,16000
17677,2,0.95,1,M_D_N,6.080087312908469,5.983143418231615,6.177031207585323,44.03102935415635,18000
17678,2,0.95,1,M_D_N,5.9314854101350285,5.842112574719024,6.020858245551033,41.58074984391918,20000
