,n,rho,mu,distribution,mean_waiting_time,std_dev,ci_lower,ci_upper,variance,number_of_customers
141,2,0.8,1,M_M_N,1.605965196146996,2.067340883684473,1.5839898266058536,1.6279405656881385,4.2738983293532975,34000
142,2,0.8,1,M_M_N,1.6131211438469326,2.0847349706419673,1.5915852801234933,1.634657007570372,4.346119897817564,36000
143,2,0.8,1,M_M_N,1.6120293074702312,2.0795794089487143,1.5911197118011582,1.6329389031393042,4.324650518123485,38000
144,2,0.9,1,M_M_N,2.0388598789042978,1.7819368420406843,1.6852849500548002,2.392434807753795,3.175298909021927,100
145,2,0.9,1,M_M_N,4.170189549385048,3.98998021616185,3.8502841142934794,4.490094984476617,15.919942125362962,600
146,2,0.9,1,M_M_N,3.695410800695657,3.959340393703644,3.4497151772161114,3.941106424175203,15.676376353213328,1000
147,2,0.9,1,M_M_N,4.200589009246331,4.17256810871914,4.071243011416954,4.329935007075707,17.410324621900024,4000
148,2,0.9,1,M_M_N,3.96218716880244,3.8611709867152073,3.8717195382654563,4.0526547993394235,14.908641388651288,7000
149,2,0.9,1,M_M_N,3.848460207058089,3.700831262242636,3.7759164658911146,3.9210039482250636,13.696152031592423,10000
150,2,0.9,1,M_M_N,3.5842656828454498,3.561197802830582,3.523042916180604,3.6454884495102955,12.682129790885364,13000
151,2,0.9,1,M_M_N,3.5291527180827877,3.4892717004298155,3.475082795904876,3.5832226402606997,12.175016999420375,16000
152,2,0.9,1,M_M_N,3.7523067456598134,3.805332074323693,3.6981950029941295,3.8064184883254972,14.48055219587666,19000
153,2,0.9,1,M_M_N,3.848460207058089,3.700831262242636,3.7759164658911146,3.9210039482250636,13.696152031592423,10000
154,2,0.9,1,M_M_N,3.691914218064307,3.622903810885646,3.6270868959885116,3.7567415401401028,13.125432022929736,12000
155,2,0.9,1,M_M_N,3.5842010667120934,3.5352402827355154,3.5256357412108654,3.6427663922133213,12.497923856675888,14000
156,2,0.9,1,M_M_N,3.5291527180827877,3.4892717004298155,3.475082795904876,3.5832226402606997,12.175016999420375,16000
157,2,0.9,1,M_M_N,3.8165848645525298,3.8411477970828503,3.76046688040408,3.8727028487009796,14.754416399034435,18000
158,2,0.9,1,M_M_N,3.6656850393285962,3.755834432266084,3.613629635840145,3.7177404428170475,14.106292282595497,20000
159,2,0.9,1,M_M_N,3.62363469972268,3.726577671812035,3.574388715315533,3.6728806841298267,13.887381144048009,22000
160,2,0.9,1,M_M_N,3.5885282772908194,3.673025753222313,3.5420566000392832,3.6349999545423555,13.491118183834338,24000
161,2,0.9,1,M_M_N,3.466923689304565,3.6129504617235746,3.4230055792558876,3.5108417993532424,13.05341103886859,26000
162,2,0.9,1,M_M_N,3.5045927797302725,3.6093153999787853,3.4623149500987656,3.5468706093617794,13.02715765652402,28000
163,2,0.9,1,M_M_N,3.452246600575537,3.5682385365678213,3.411867293161789,3.492625907989285,12.732326253847667,30000
164,2,0.9,1,M_M_N,3.4062128964444436,3.511772535105283,3.367734593695567,3.4446911991933202,12.332546338319785,32000
165,2,0.9,1,M_M_N,3.490766745324217,3.6693497745817303,3.4517623808729945,3.529771109775439,13.464127768222996,34000
166,2,0.9,1,M_M_N,3.4973623084813643,3.6776628925369503,3.4593710779461775,3.535353539016551,13.525204351143248,36000
167,2,0.9,1,M_M_N,3.4922126090408647,3.6748265552004225,3.4552632446200766,3.529161973461653,13.504350210806203,38000
168,2,0.95,1,M_M_N,2.014203386530419,2.3176072725275207,1.554339822821528,2.47406695023931,5.371303469672454,100
169,2,0.95,1,M_M_N,7.633038005098856,6.385822725770153,7.121040629966442,8.14503538023127,40.77873188496255,600
170,2,0.95,1,M_M_N,14.704296130920193,10.323302260986857,14.063686854330973,15.344905407509414,106.57056957169637,1000
171,2,0.95,1,M_M_N,9.765716616951611,8.494139751561251,9.502405640775569,10.029027593127653,72.15041011905302,4000
