,n,rho,mu,distribution,mean_waiting_time,std_dev,ci_lower,ci_upper,variance,number_of_customers
223,4,0.8,1,M_D_N,0.40459038141509734,0.5678972318505263,0.39579021858242736,0.41339054424776733,0.3225072659434904,16000
224,4,0.8,1,M_D_N,0.41741067963316786,0.5854342009922515,0.4090858175152111,0.4257355417511246,0.342733203691436,19000
225,4,0.8,1,M_D_N,0.376558495142622,0.5062776437027368,0.36663443437332854,0.3864825559119155,0.2563170525131953,10000
226,4,0.8,1,M_D_N,0.40590830816942375,0.5551750264746628,0.3959741470300715,0.415842469308776,0.30821931002114256,12000
227,4,0.8,1,M_D_N,0.3863212021037039,0.5362967744844582,0.37743682858139344,0.3952055756260144,0.28761423032243383,14000
228,4,0.8,1,M_D_N,0.40459038141509734,0.5678972318505263,0.39579021858242736,0.41339054424776733,0.3225072659434904,16000
229,4,0.8,1,M_D_N,0.41358876141754825,0.58314354767318,0.40506921411206653,0.42210830872302996,0.3400563971928623,18000
230,4,0.8,1,M_D_N,0.41141205771558487,0.5783383012949517,0.40339635996062023,0.4194277554705495,0.33447519074473026,20000
231,4,0.8,1,M_D_N,0.41726147105222516,0.5790575190876663,0.4096093408493502,0.42491360125510014,0.33530761041196305,22000
232,4,0.8,1,M_D_N,0.41428873929045973,0.5762465503868481,0.40699798079703087,0.4215794977838886,0.33206008683274224,24000
233,4,0.8,1,M_D_N,0.4047971478150241,0.5653324448991508,0.39792510990799884,0.4116691857220494,0.3196007732556514,26000
234,4,0.8,1,M_D_N,0.41240048791539863,0.5883115707513881,0.4055092817995193,0.419291694031278,0.34611050427996554,28000
235,4,0.8,1,M_D_N,0.41089996054685285,0.5835292559568628,0.4042965603061666,0.4175033607875391,0.34050639255756987,30000
236,4,0.8,1,M_D_N,0.40403138669664435,0.5767373346166165,0.39771210674724033,0.41035066664604836,0.332625953140679,32000
237,4,0.8,1,M_D_N,0.39989045998754086,0.5721682629005794,0.3938084397865255,0.4059724801885562,0.32737652107066656,34000
238,4,0.8,1,M_D_N,0.39689330241412224,0.5697223384071175,0.39100791994924394,0.40277868487900054,0.3245835428800741,36000
239,4,0.8,1,M_D_N,0.4016281751281683,0.571134677688349,0.3958855739408028,0.40737077631553376,0.3261948200581743,38000
240,4,0.9,1,M_D_N,0.1268412812964029,0.21323078202755189,0.08453166806815077,0.16915089452465504,0.04546736640408134,100
241,4,0.9,1,M_D_N,0.8953281450976728,0.7517862679049685,0.8350520284001934,0.9556042617951521,0.565182592610481,600
242,4,0.9,1,M_D_N,0.6696300437390389,0.6898380275955326,0.6268223617929458,0.712437725685132,0.4758765043168948,1000
243,4,0.9,1,M_D_N,0.7515898563570663,0.8211877462078533,0.7261337473922885,0.7770459653218441,0.6743493145219337,4000
244,4,0.9,1,M_D_N,0.8637951674414074,1.1247359834658106,0.8374424884862599,0.8901478463965549,1.2650310325028042,7000
245,4,0.9,1,M_D_N,0.9604220910644353,1.2574946373221636,0.9357726652936754,0.9850715168351952,1.581292762894,10000
246,4,0.9,1,M_D_N,0.9492249913590775,1.1948479015730238,0.9286836178302491,0.9697663648879058,1.4276615078934582,13000
247,4,0.9,1,M_D_N,0.9521201961080583,1.1795109031639819,0.9338424383931119,0.9703979538230048,1.3912459706827123,16000
248,4,0.9,1,M_D_N,0.9134213203107058,1.1335414901295073,0.8973023839822212,0.9295402566391904,1.284916309845024,19000
249,4,0.9,1,M_D_N,0.9604220910644353,1.2574946373221636,0.9357726652936754,0.9850715168351952,1.581292762894,10000
250,4,0.9,1,M_D_N,0.9503923438582963,1.2119767406444188,0.9287055394010392,0.9720791483155534,1.468887619863069,12000
251,4,0.9,1,M_D_N,0.9793789473239984,1.2245703487091206,0.9590925296166827,0.9996653650313142,1.4995725389375771,14000
252,4,0.9,1,M_D_N,0.9521201961080583,1.1795109031639819,0.9338424383931119,0.9703979538230048,1.3912459706827123,16000
253,4,0.9,1,M_D_N,0.9326025884073497,1.1515723893911554,0.9157784711102429,0.9494267057044564,1.3261189680080545,18000
254,4,0.9,1,M_D_N,0.9180773639013341,1.1289742365226945,0.9024299197793639,0.9337248080233043,1.2745828267320007,20000
255,4,0.9,1,M_D_N,0.9319969585129828,1.1197987672012695,0.9171990400244298,0.9467948770015359,1.253949279025483,22000
256,4,0.9,1,M_D_N,0.9416880932127081,1.1071611669121728,0.9276801227079986,0.9556960637174176,1.2258058495183244,24000
257,4,0.9,1,M_D_N,0.9771501521668218,1.1636136901846712,0.963005559086711,0.9912947452469325,1.3539968199851882,26000
258,4,0.9,1,M_D_N,1.0160771797054298,1.2341262895009202,1.001621202538239,1.0305331568726206,1.523067698437309,28000
259,4,0.9,1,M_D_N,1.0387304751847326,1.2727152176700123,1.024328030253491,1.0531329201159743,1.6198040252888268,30000
260,4,0.9,1,M_D_N,1.0538921916086974,1.279714326421944,1.0398704305772237,1.067913952640171,1.6376687572495694,32000
261,4,0.9,1,M_D_N,1.0426061501740893,1.2568464830843922,1.029246154181053,1.0559661461671257,1.579663082041605,34000
262,4,0.9,1,M_D_N,1.031059532627045,1.246815976293709,1.0181795937706446,1.0439394714834456,1.5545500787412347,36000
263,4,0.9,1,M_D_N,1.0466264357781743,1.245040176500057,1.0341079012272247,1.0591449703291238,1.550125041099293,38000
264,4,0.95,1,M_D_N,1.966924187131001,1.1123986932843626,1.746200152725907,2.187648221536095,1.2374308528207574,100
265,4,0.95,1,M_D_N,1.6701452382982138,1.178929805712821,1.5756219494580066,1.764668527138421,1.38987548679807,600
266,4,0.95,1,M_D_N,2.1893909673749663,1.3812222839263038,2.103679652744685,2.2751022820052476,1.907774997614595,1000
267,4,0.95,1,M_D_N,4.034409629436905,3.4613663755873514,3.927110269417392,4.141708989456419,11.981057186046717,4000
268,4,0.95,1,M_D_N,2.8191915412770157,3.139386768306518,2.745635388688843,2.8927476938651884,9.855749281018042,7000
269,4,0.95,1,M_D_N,2.716815269811662,2.9865573707431796,2.658272734491577,2.7753578051317467,8.919524928740415,10000
270,4,0.95,1,M_D_N,2.5566959080241407,2.7632457984657752,2.5091912306308717,2.6042005854174097,7.635527342738761,13000
271,4,0.95,1,M_D_N,2.4560746147191015,2.699810883353523,2.41423821535243,2.4979110140857728,7.28897880587413,16000
272,4,0.95,1,M_D_N,2.4102802174502433,2.5489004359335365,2.3740349064561435,2.4465255284443432,6.496893432302174,19000
273,4,0.95,1,M_D_N,2.716815269811662,2.9865573707431796,2.658272734491577,2.7753578051317467,8.919524928740415,10000
274,4,0.95,1,M_D_N,2.6200072722348153,2.8439167919536907,2.569118946335907,2.6708955981337237,8.087862719556172,12000
275,4,0.95,1,M_D_N,2.4397121054045234,2.704980600524079,2.3949009874395464,2.4845232233695005,7.316920049211605,14000
276,4,0.95,1,M_D_N,2.4560746147191015,2.699810883353523,2.41423821535243,2.4979110140857728,7.28897880587413,16000
277,4,0.95,1,M_D_N,2.4540512455851817,2.598389754995704,2.4160895729848506,2.492012918185513,6.751629318866634,18000
278,4,0.95,1,M_D_N,2.4694625927055944,2.571139701512293,2.433826912538872,2.505098272872317,6.610759364692725,20000
279,4,0.95,1,M_D_N,2.3611794952883827,2.503201846934614,2.3281001796324867,2.3942588109442786,6.2660194864968615,22000
280,4,0.95,1,M_D_N,2.307877745204998,2.4962149800832845,2.2762952558083174,2.339460234601679,6.231089226792192,24000
281,4,0.95,1,M_D_N,2.4210463704124576,2.5390703579047638,2.390182074712538,2.451910666112377,6.446878282390625,26000
282,4,0.95,1,M_D_N,2.3891341649192035,2.4902653047643657,2.359964363828199,2.418303966010208,6.20142128811316,28000
283,4,0.95,1,M_D_N,2.5233868017138392,2.598073748250051,2.4939861835967876,2.552787419830891,6.74998720134607,30000
284,4,0.95,1,M_D_N,2.501423211371556,2.56484514015264,2.473320341148551,2.5295260815945615,6.578430592964616,32000
285,4,0.95,1,M_D_N,2.7634527203570483,2.976983222128443,2.7318080569440846,2.795097383770012,8.862429104834247,34000
286,4,0.95,1,M_D_N,2.7448342763992373,2.9146873419263115,2.714724785132427,2.7749437676660476,8.495402301185468,36000
287,4,0.95,1,M_D_N,2.7051480683904505,2.890360694112358,2.6760862911908854,2.7342098455900157,8.354184942069672,38000
